"id","annee_sortie","filmID"
"1163","1945","2684"
"1164","1984","2685"
"1165","1946","2692"
"1166","2006","2698"
"1167","1988","2710"
"1168","1993","2719"
"1169","0","2721"
"1170","1950","2743"
"1171","1988","2747"
"1172","1998","2751"
"1173","2016","2753"
"1174","1969","2765"
"1175","1952","2771"
"1176","1988","2782"
"1177","1962","2785"
"1178","2014","2787"
"1179","2005","2792"
"1180","1977","2794"
"1181","1988","2801"
"1182","1946","2804"
"1183","1965","2810"
"1184","1962","2811"
"1185","2007","2813"
"1186","1947","2815"
"1187","1949","2818"
"1188","1988","2819"
"1189","1966","2820"
"1190","1948","2821"
"1191","1988","2822"
"1192","1967","2824"
"1193","1988","2825"
"1194","1945","2827"
"1195","1969","2829"
"1196","1948","2830"
"1197","1969","2835"
"1198","1977","2837"
"1199","1963","2839"
"1200","2000","2845"
"1201","1993","2846"
"1202","1972","2848"
"1203","0","2850"
"1204","2014","2851"
"1205","1982","2856"
"1206","1984","2860"
"1207","1990","2862"
"1208","1988","2864"
"1209","1951","2866"
"1210","1976","2871"
"1211","1993","2872"
"1212","2004","2878"
"1213","1962","2885"
"1214","2008","2892"
"1215","1993","2893"
"1216","2014","2894"
"1217","1989","2895"
"1218","1989","2897"
"1219","1967","2901"
"1220","1983","2905"
"1221","1993","2908"
"1222","1977","2910"
"1223","1989","2913"
"1224","1989","2914"
"1225","0","2915"
"1226","2015","2916"
"1227","0","2917"
"1228","1971","2918"
"1229","1993","2919"
"1230","2017","2920"
"1231","1987","2921"
"1232","2006","2922"
"1233","1972","2923"
"1234","2006","2925"
"1235","2013","2926"
"1236","1960","2930"
"1237","1989","2936"
"1238","1989","2937"
"1239","1993","2938"
"1240","2005","2945"
"1241","0","2954"
"1242","1960","2955"
"1243","1971","2956"
"1244","2003","2958"
"1245","2015","2959"
"1246","1935","2961"
"1247","2017","2963"
"1248","1982","2969"
"1249","0","2970"
"1250","2005","2971"
"1251","1966","2976"
"1252","2002","2984"
"1253","1975","2985"
"1254","1933","2989"
"1255","1976","2991"
"1256","1989","2993"
"1257","2013","2996"
"1258","1989","2997"
"1259","1991","2998"
"1260","2000","2999"
"1261","1982","3005"
"1262","1989","3011"
"1263","1989","3012"
"1264","1989","3015"
"1265","2017","3016"
"1266","1961","3024"
"1267","1989","3031"
"1268","1970","3032"
"1269","1978","3035"
"1270","1989","3041"
"1271","1962","3046"
"1272","1989","3048"
"1273","1989","3049"
"1274","1983","3061"
"1275","1989","3063"
"1276","2015","3064"
"1277","1951","3068"
"1278","1970","3069"
"1279","1993","3073"
"1280","1973","3076"
"1281","1962","3077"
"1282","1989","3079"
"1283","2017","3082"
"1284","2017","3083"
"1285","1982","3084"
"1286","1984","3085"
"1287","1949","3088"
"1288","1931","3089"
"1289","1933","3092"
"1290","1978","3097"
"1291","1993","3105"
"1292","1993","3106"
"1293","1938","3108"
"1294","1954","3114"
"1295","1989","3115"
"1296","1989","3116"
"1297","1931","3119"
"1298","1946","3120"
"1299","1989","3121"
"1300","0","3122"
"1301","1998","3124"
"1302","1950","3125"
"1303","1931","3131"
"1304","1961","3141"
"1305","1971","3146"
"1306","1981","3147"
"1307","1979","3148"
"1308","2013","3149"
"1309","2013","3156"
"1310","1996","3160"
"1311","1999","3163"
"1312","2007","3166"
"1313","1937","3170"
"1314","1975","3173"
"1315","1976","3176"
"1316","2013","3179"
"1317","1944","3183"
"1318","1989","3186"
"1319","1998","3187"
"1320","1972","3189"
"1321","1949","3191"
"1322","1989","3196"
"1323","1963","3197"
"1324","1959","3198"
"1325","2004","3200"
"1326","1965","3201"
"1327","0","3204"
"1328","1990","3217"
"1329","2009","3218"
"1330","1969","3219"
"1331","1996","3226"
"1332","2017","3228"
"1333","2006","3231"
"1334","2013","3241"
"1335","1960","3248"
"1336","1962","3254"
"1337","1989","3261"
"1338","1989","3265"
"1339","0","3267"
"1340","0","3271"
"1341","2009","3272"
"1342","1921","3276"
"1343","1922","3277"
"1344","1924","3278"
"1345","1982","3279"
"1346","1975","3281"
"1347","1967","3282"
"1348","1997","3284"
"1349","2003","3311"
"1350","2014","3313"
"1351","2002","3314"
"1352","1955","3320"
"1353","1982","3321"
"1354","1989","3322"
"1355","1947","3324"
"1356","1965","3329"
"1357","1993","3331"
"1358","0","3332"
"1359","2013","3334"
"1360","1977","3337"
"1361","1976","3339"
"1362","1960","3340"
"1363","1967","3346"
"1364","1957","3347"
"1365","1980","3350"
"1366","1989","3352"
"1367","1977","3356"
"1368","2005","3358"
"1369","1969","3359"
"1370","1989","3364"
"1371","1989","3365"
"1372","1956","3368"
"1373","2009","3371"
"1374","1951","3373"
"1375","1949","3374"
"1376","1956","3378"
"1377","1989","3379"
"1378","1989","3380"
"1379","1989","3381"
"1380","1989","3382"
"1381","2015","3385"
"1382","1993","3395"
"1383","1998","3396"
"1384","1998","3398"
"1385","1989","3400"
"1386","1989","3401"
"1387","1989","3402"
"1388","1989","3403"
"1389","1999","3405"
"1390","1989","3421"
"1391","0","3422"
"1392","1989","3423"
"1393","1989","3424"
"1394","1989","3438"
"1395","1978","3439"
"1396","1991","3440"
"1397","1989","3452"
"1398","1969","3455"
"1399","1973","3459"
"1400","1955","3474"
"1401","2007","3490"
"1402","2007","3492"
"1403","1989","3493"
"1404","1943","3495"
"1405","1989","3513"
"1406","0","3515"
"1407","2016","3523"
"1408","2007","3524"
"1409","1962","3529"
"1410","2015","3530"
"1411","1989","3531"
"1412","1998","3532"
"1413","1993","3536"
"1414","2011","3538"
"1415","1993","3540"
"1416","2006","3558"
"1417","1989","3559"
"1418","1989","3560"
"1419","1959","3561"
"1420","1991","3572"
"1421","1996","3575"
"1422","1989","3579"
"1423","1965","3588"
"1424","1947","3598"
"1425","1993","3601"
"1426","1948","3602"
"1427","1989","3603"
"1428","1989","3610"
"1429","0","3611"
"1430","1960","3613"
"1431","1990","3614"
"1432","1990","3617"
"1433","1973","3621"
"1434","1990","3622"
"1435","1950","3623"
"1436","1990","3628"
"1437","1993","3631"
"1438","1998","3632"
"1439","1999","3636"
"1440","1999","3642"
"1441","1967","3649"
"1442","1993","3650"
"1443","1948","3670"
"1444","1990","3678"
"1445","1991","3679"
"1446","1951","3681"
"1447","1971","3685"
"1448","1971","3686"
"1449","0","3687"
"1450","1990","3691"
"1451","1990","3694"
"1452","1998","3702"
"1453","1975","3706"
"1454","0","3708"
"1455","1990","3712"
"1456","1968","3714"
"1457","1952","3718"
"1458","2003","3719"
"1459","2016","3726"
"1460","1990","3730"
"1461","1993","3737"
"1462","1993","3741"
"1463","1970","3745"
"1464","2017","3748"
"1465","1990","3751"
"1466","1990","3752"
"1467","1990","3753"
"1468","2008","3756"
"1469","2003","3757"
"1470","1998","3763"
"1471","1990","3770"
"1472","1990","3774"
"1473","1990","3781"
"1474","1990","3782"
"1475","1969","3783"
"1476","1990","3784"
"1477","1990","3786"
"1478","1989","3788"
"1479","1955","3790"
"1480","1959","3791"
"1481","2014","3793"
"1482","1977","3798"
"1483","1981","3801"
"1484","1967","3808"
"1485","1973","3812"
"1486","1967","3815"
"1487","2001","3817"
"1488","1974","3819"
"1489","2010","3820"
"1490","1990","3821"
"1491","1980","3823"
"1492","1990","3833"
"1493","1990","3834"
"1494","1993","3839"
"1495","1993","3840"
"1496","1998","3841"
"1497","1970","3848"
"1498","1990","3850"
"1499","1990","3851"
"1500","1997","3855"
"1501","1992","3860"
"1502","1990","3864"
"1503","1990","3865"
"1504","1968","3877"
"1505","1990","3879"
"1506","1973","3888"
"1507","2015","3890"
"1508","1990","3907"
"1509","1946","3912"
"1510","1990","3919"
"1511","1990","3921"
"1512","1990","3923"
"1513","1993","3926"
"1514","2004","3945"
"1515","1978","3946"
"1516","1983","3948"
"1517","1968","3962"
"1518","2017","3963"
"1519","2005","3964"
"1520","1993","3974"
"1521","1993","3980"
"1522","1974","3996"
"1523","0","4001"
"1524","1978","4004"
"1525","1997","4006"
"1526","2010","4008"
"1527","2000","4014"
"1528","0","4015"
"1529","1992","4016"
"1530","1992","4017"
"1531","1990","4027"
"1532","2008","4043"
"1533","2008","4044"
"1534","1996","4045"
"1535","2004","4057"
"1536","1998","4061"
"1537","2011","4067"
"1538","2014","4081"
"1539","1998","4083"
"1540","1990","4086"
"1541","1973","4087"
"1542","2017","4091"
"1543","2003","4095"
"1544","1925","4107"
"1545","1955","4109"
"1546","1990","4116"
"1547","0","4119"
"1548","1998","4120"
"1549","1990","4126"
"1550","1998","4127"
"1551","1976","4130"
"1552","1990","4131"
"1553","1933","4133"
"1554","1990","4135"
"1555","1990","4136"
"1556","1969","4138"
"1557","1957","4139"
"1558","1992","4150"
"1559","1992","4152"
"1560","1990","4156"
"1561","1990","4157"
"1562","1990","4160"
"1563","1995","4161"
"1564","1940","4163"
"1565","1973","4166"
"1566","1990","4171"
"1567","1969","4174"
"1568","1990","4183"
"1569","1990","4184"
"1570","1991","4196"
"1571","1990","4198"
"1572","1990","4199"
"1573","1990","4200"
"1574","1990","4201"
"1575","1957","4205"
"1576","1992","4206"
"1577","1968","4207"
"1578","2008","4218"
"1579","1990","4224"
"1580","0","4226"
"1581","1977","4231"
"1582","2008","4233"
"1583","1970","4245"
"1584","1990","4248"
"1585","1984","4249"
"1586","1990","4257"
"1587","1990","4269"
"1588","1990","4272"
"1589","1956","4273"
"1590","0","4276"
"1591","1972","4282"
"1592","1979","4286"
"1593","1982","4288"
"1594","1990","4289"
"1595","1970","4291"
"1596","2007","4296"
"1597","1990","4305"
"1598","2001","4311"
"1599","1969","4313"
"1600","0","4324"
"1601","1990","4326"
"1602","1990","4328"
"1603","1986","4333"
"1604","2009","4345"
"1605","0","4348"
"1606","1966","4357"
"1607","1990","4358"
"1608","1990","4359"
"1609","1990","4360"
"1610","1990","4377"
"1611","1998","4385"
"1612","1990","4386"
"1613","2016","4391"
"1614","2000","4393"
"1615","1991","4399"
"1616","2016","4409"
"1617","1949","4421"
"1618","0","4427"
"1619","1990","4428"
"1620","1990","4433"
"1621","1990","4435"
"1622","1990","4436"
"1623","1976","4440"
"1624","1994","4454"
"1625","1991","4455"
"1626","1962","4456"
"1627","1964","4457"
"1628","1960","4459"
"1629","1995","4466"
"1630","1991","4469"
"1631","1956","4470"
"1632","2005","4474"
"1633","1928","4479"
"1634","1948","4480"
"1635","1932","4486"
"1636","1991","4494"
"1637","1991","4496"
"1638","1991","4497"
"1639","1991","4498"
"1640","1983","4500"
"1641","1991","4504"
"1642","1992","4505"
"1643","1991","4510"
"1644","1992","4511"
"1645","1942","4513"
"1646","1967","4534"
"1647","1995","4538"
"1648","0","4547"
"1649","1979","4570"
"1650","1991","4571"
"1651","1991","4572"
"1652","1991","4575"
"1653","1991","4576"
"1654","2016","4578"
"1655","1935","4590"
"1656","1942","4591"
"1657","2012","4592"
"1658","1992","4609"
"1659","1992","4611"
"1660","2016","4612"
"1661","1952","4613"
"1662","1991","4614"
"1663","1946","4616"
"1664","2000","4617"
"1665","1991","4619"
"1666","1947","4621"
"1667","1954","4630"
"1668","1979","4631"
"1669","1953","4635"
"1670","0","4639"
"1671","1938","4642"
"1672","1991","4644"
"1673","1948","4645"
"1674","1976","4664"
"1675","1976","4666"
"1676","1997","4668"
"1677","1997","4670"
"1678","1983","4673"
"1679","1977","4674"
"1680","1979","4677"
"1681","1998","4678"
"1682","1991","4681"
"1683","1991","4682"
"1684","1991","4683"
"1685","1991","4692"
"1686","1992","4698"
"1687","1992","4702"
"1688","1983","4707"
"1689","1991","4720"
"1690","1991","4730"
"1691","2014","4733"
"1692","1991","4744"
"1693","1991","4745"
"1694","1970","4750"
"1695","1991","4762"
"1696","1963","4770"
"1697","1991","4775"
"1698","1983","4780"
"1699","1992","4783"
"1700","2003","4786"
"1701","1991","4787"
"1702","2013","4792"
"1703","2017","4797"
"1704","0","4805"
"1705","2000","4808"
"1706","1957","4809"
"1707","1991","4810"
"1708","1991","4815"
"1709","1991","4829"
"1710","1967","4835"
"1711","1991","4842"
"1712","1991","4843"
"1713","1991","4848"
"1714","2004","4850"
"1715","1980","4852"
"1716","1978","4853"
"1717","1991","4858"
"1718","1991","4866"
"1719","1992","4867"
"1720","1992","4868"
"1721","1992","4869"
"1722","1976","4871"
"1723","1991","4877"
"1724","1991","4880"
"1725","1991","4881"
"1726","1971","4884"
"1727","1997","4889"
"1728","1957","4892"
"1729","1935","4898"
"1730","2003","4899"
"1731","1952","4907"
"1732","1999","4908"
"1733","1953","4913"
"1734","1962","4915"
"1735","1991","4922"
"1736","1991","4923"
"1737","1999","4929"
"1738","1991","4935"
"1739","2005","4938"
"1740","1991","4940"
"1741","1991","4942"
"1742","1950","4945"
"1743","1999","4949"
"1744","1954","4950"
"1745","1999","4953"
"1746","2000","4954"
"1747","1968","4961"
"1748","1991","4966"
"1749","1991","4967"
"1750","1991","4968"
"1751","1982","4970"
"1752","1957","4973"
"1753","2014","4974"
"1754","1991","4976"
"1755","1967","4977"
"1756","2008","4978"
"1757","1991","4991"
"1758","1966","4998"
"1759","1964","5003"
"1760","1991","5005"
"1761","1962","5006"
"1762","2015","5008"
"1763","1980","5013"
"1764","1971","5015"
"1765","1991","5020"
"1766","1991","5023"
"1767","1974","5024"
"1768","1975","5025"
"1769","1991","5029"
"1770","1978","5031"
"1771","1991","5033"
"1772","1991","5038"
"1773","1991","5041"
"1774","1991","5045"
"1775","0","5048"
"1776","1999","5051"
"1777","1984","5053"
"1778","2009","5057"
"1779","1991","5058"
"1780","1994","5064"
"1781","1991","5065"
"1782","2002","5067"
"1783","1972","5074"
"1784","1991","5075"
"1785","1992","5076"
"1786","1997","5082"
"1787","1991","5090"
"1788","1991","5091"
"1789","2004","5097"
"1790","2009","5109"
"1791","1962","5113"
"1792","1946","5116"
"1793","1950","5132"
"1794","2014","5149"
"1795","1991","5150"
"1796","1999","5154"
"1797","1968","5156"
"1798","1961","5157"
"1799","1991","5159"
"1800","1991","5160"
"1801","1999","5162"
"1802","2003","5177"
"1803","1946","5178"
"1804","1980","5182"
"1805","1991","5193"
"1806","1991","5195"
"1807","2000","5196"
"1808","1947","5198"
"1809","1937","5199"
"1810","1991","5202"
"1811","1991","5204"
"1812","1991","5206"
"1813","2000","5214"
"1814","1952","5216"
"1815","1931","5219"
"1816","1952","5230"
"1817","1982","5231"
"1818","1997","5237"
"1819","1997","5238"
"1820","1961","5243"
"1821","1992","5244"
"1822","1992","5245"
"1823","1991","5250"
"1824","0","5251"
"1825","1991","5252"
"1826","2009","5261"
"1827","1989","5272"
"1828","1991","5274"
"1829","1992","5275"
"1830","0","5280"
"1831","1994","5281"
"1832","1999","5284"
"1833","2000","5288"
"1834","1992","5292"
"1835","1992","5293"
"1836","1999","5298"
"1837","1992","5302"
"1838","1999","5303"
"1839","1992","5307"
"1840","1994","5309"
"1841","1993","5311"
"1842","1997","5312"
"1843","1992","5315"
"1844","1992","5316"
"1845","1978","5317"
"1846","1992","5318"
"1847","1995","5324"
"1848","1992","5334"
"1849","1996","5335"
"1850","1992","5341"
"1851","1944","5342"
"1852","1992","5351"
"1853","1992","5352"
"1854","2012","5354"
"1855","1997","5355"
"1856","1921","5358"
"1857","1992","5366"
"1858","1992","5368"
"1859","1992","5370"
"1860","1992","5374"
"1861","1992","5377"
"1862","1996","5382"
"1863","1996","5383"
"1864","1992","5384"
"1865","2014","5387"
"1866","1992","5391"
"1867","2014","5392"
"1868","1992","5393"
"1869","1998","5398"
"1870","2015","5401"
"1871","1998","5404"
"1872","1998","5423"
"1873","1983","5431"
"1874","1992","5432"
"1875","1996","5436"
"1876","1992","5437"
"1877","1981","5440"
"1878","1992","5443"
"1879","1938","5445"
"1880","1941","5446"
"1881","1992","5447"
"1882","0","5449"
"1883","1992","5450"
"1884","1977","5451"
"1885","2001","5467"
"1886","1992","5477"
"1887","1948","5482"
"1888","1992","5489"
"1889","1964","5507"
"1890","1971","5526"
"1891","1992","5529"
"1892","1924","5530"
"1893","1957","5531"
"1894","1970","5532"
"1895","1942","5533"
"1896","1992","5541"
"1897","1992","5544"
"1898","1992","5546"
"1899","1970","5571"
"1900","1992","5575"
"1901","1993","5578"
"1902","1992","5582"
"1903","1975","5584"
"1904","2008","5591"
"1905","1960","5594"
"1906","1992","5595"
"1907","1992","5596"
"1908","1992","5597"
"1909","1992","5599"
"1910","1992","5600"
"1911","1963","5601"
"1912","0","5604"
"1913","1992","5607"
"1914","1992","5609"
"1915","1935","5615"
"1916","1992","5620"
"1917","1992","5621"
"1918","1992","5622"
"1919","1992","5623"
"1920","2012","5628"
"1921","1975","5640"
"1922","1992","5666"
"1923","1994","5712"
"1924","1997","5733"
"1925","1993","5734"
"1926","1993","5735"
"1927","1997","5736"
"1928","1997","5737"
"1929","1993","5738"
"1930","1993","5763"
"1931","2000","5768"
"1932","1994","5772"
"1933","1994","5773"
"1934","1993","5774"
"1935","1993","5775"
"1936","1994","5784"
"1937","1999","5792"
"1938","1999","5793"
"1939","1993","5800"
"1940","1993","5801"
"1941","1998","5811"
"1942","1975","5819"
"1943","1997","5824"
"1944","1993","5826"
"1945","1993","5827"
"1946","1962","5828"
"1947","1993","5830"
"1948","2005","5831"
"1949","2000","5832"
"1950","1993","5853"
"1951","1983","5870"
"1952","1993","5889"
"1953","1993","5894"
"1954","1993","5895"
"1955","1993","5923"
"1956","2013","5924"
"1957","2017","5931"
"1958","1993","5952"
"1959","1993","5957"
"1960","1993","5961"
"1961","1993","5971"
"1962","1993","5972"
"1963","2005","5974"
"1964","1951","5975"
"1965","1954","5976"
"1966","2005","5977"
"1967","1970","5981"
"1968","1976","5988"
"1969","1972","5989"
"1970","1981","6015"
"1971","1999","6018"
"1972","1966","6020"
"1973","2016","6026"
"1974","1969","6027"
"1975","1998","6030"
"1976","1998","6031"
"1977","1997","6038"
"1978","1993","6041"
"1979","1993","6042"
"1980","1993","6044"
"1981","1993","6045"
"1982","1975","6049"
"1983","1976","6050"
"1984","1955","6052"
"1985","1993","6053"
"1986","2017","6059"
"1987","1965","6060"
"1988","1964","6061"
"1989","1993","6065"
"1990","1958","6068"
"1991","1968","6072"
"1992","1965","6073"
"1993","1993","6076"
"1994","1999","6077"
"1995","1993","6082"
"1996","1993","6084"
"1997","1974","6088"
"1998","1993","6097"
"1999","0","6114"
"2000","2017","6115"
"2001","1999","6122"
"2002","1993","6132"
"2003","1993","6134"
"2004","1993","6135"
"2005","1999","6139"
"2006","1993","6146"
"2007","1998","6147"
"2008","1993","6152"
"2009","1993","6159"
"2010","1993","6163"
"2011","1995","6174"
"2012","1993","6182"
"2013","1993","6187"
"2014","1993","6194"
"2015","1963","6195"
"2016","1999","6202"
"2017","1993","6204"
"2018","1993","6217"
"2019","1993","6218"
"2020","1950","6222"
"2021","0","6239"
"2022","1993","6252"
"2023","1993","6253"
"2024","1982","6254"
"2025","1993","6258"
"2026","1994","6261"
"2027","1994","6265"
"2028","1977","6266"
"2029","1997","6270"
"2030","1997","6271"
"2031","1973","6274"
"2032","2004","6275"
"2033","2008","6276"
"2034","0","6277"
"2035","2007","6286"
"2036","2005","6293"
"2037","1997","6302"
"2038","1994","6306"
"2039","1993","6307"
"2040","1997","6312"
"2041","1966","6314"
"2042","1959","6316"
"2043","1995","6323"
"2044","1993","6329"
"2045","1993","6331"
"2046","1993","6335"
"2047","1927","6340"
"2048","1934","6343"
"2049","1999","6352"
"2050","1993","6355"
"2051","1993","6357"
"2052","1967","6375"
"2053","2012","6382"
"2054","1999","6398"
"2055","1993","6402"
"2056","1993","6403"
"2057","1993","6405"
"2058","1999","6408"
"2059","1959","6412"
"2060","2000","6416"
"2061","1962","6420"
"2062","1993","6421"
"2063","1932","6428"
"2064","1997","6439"
"2065","2012","6466"
"2066","1998","6486"
"2067","1996","6499"
"2068","1962","6503"
"2069","1997","6511"
"2070","1993","6534"
"2071","1994","6546"
"2072","1977","6563"
"2073","1949","6578"
"2074","1958","6579"
"2075","1951","6581"
"2076","1993","6594"
"2077","1993","6595"
"2078","1953","6618"
"2079","1993","6649"
"2080","1993","6651"
"2081","1994","6658"
"2082","2002","6673"
"2083","1993","6678"
"2084","1993","6699"
"2085","1934","6700"
"2086","1959","6702"
"2087","1994","6707"
"2088","1947","6712"
"2089","1966","6716"
"2090","1997","6719"
"2091","1997","6721"
"2092","1997","6722"
"2093","1994","6724"
"2094","1994","6729"
"2095","1999","6730"
"2096","1999","6731"
"2097","1994","6739"
"2098","2000","6749"
"2099","1999","6750"
"2100","1994","6754"
"2101","1994","6755"
"2102","1999","6758"
"2103","1997","6765"
"2104","1999","6767"
"2105","1999","6768"
"2106","1997","6769"
"2107","1994","6771"
"2108","1997","6775"
"2109","1999","6776"
"2110","1997","6777"
"2111","1994","6780"
"2112","1994","6781"
"2113","1994","6783"
"2114","1999","6797"
"2115","0","6811"
"2116","1999","6812"
"2117","1994","6814"
"2118","1994","6816"
"2119","1994","6827"
"2120","1994","6829"
"2121","1994","6830"
"2122","1967","6835"
"2123","1999","6837"
"2124","1995","6841"
"2125","1999","6846"
"2126","1999","6848"
"2127","1999","6853"
"2128","1995","6854"
"2129","1999","6856"
"2130","1999","6857"
"2131","1999","6862"
"2132","1999","6865"
"2133","1994","6871"
"2134","1994","6872"
"2135","1994","6873"
"2136","1999","6874"
"2137","1961","6877"
"2138","1999","6879"
"2139","1971","6882"
"2140","0","6885"
"2141","1997","6891"
"2142","1975","6896"
"2143","1995","6903"
"2144","1989","6904"
"2145","1994","6912"
"2146","1994","6913"
"2147","1994","6914"
"2148","1946","6919"
"2149","1997","6921"
"2150","1997","6923"
"2151","1999","6925"
"2152","1999","6926"
"2153","1999","6927"
"2154","1962","6928"
"2155","1972","6930"
"2156","1997","6933"
"2157","1999","6936"
"2158","1973","6938"
"2159","1994","6944"
"2160","2001","6956"
"2161","1975","6959"
"2162","1994","6970"
"2163","1994","6971"
"2164","1994","6972"
"2165","1994","6979"
"2166","1994","6981"
"2167","1994","7004"
"2168","1994","7005"
"2169","1994","7006"
"2170","1994","7011"
"2171","1999","7017"
"2172","1999","7018"
"2173","1999","7019"
"2174","1999","7020"
"2175","1994","7022"
"2176","1997","7030"
"2177","1994","7031"
"2178","1958","7072"
"2179","1978","7073"
"2180","1994","7075"
"2181","1994","7076"
"2182","1994","7078"
"2183","1997","7093"
"2184","1968","7099"
"2185","1967","7100"
"2186","1994","7132"
"2187","1995","7143"
"2188","2015","7145"
"2189","1998","7150"
"2190","1979","7152"
"2191","1998","7155"
"2192","1997","7156"
"2193","1997","7158"
"2194","1995","7160"
"2195","1997","7167"
"2196","1994","7175"
"2197","1995","7177"
"2198","1994","7178"
"2199","1997","7179"
"2200","1999","7181"
"2201","1994","7184"
"2202","1997","7193"
"2203","1996","7206"
"2204","1998","7211"
"2205","1998","7214"
"2206","1998","7246"
"2207","1997","7247"
"2208","1997","7255"
"2209","1998","7256"
"2210","1978","7258"
"2211","1995","7264"
"2212","1998","7273"
"2213","1994","7279"
"2214","1994","7281"
"2215","1997","7284"
"2216","1997","7287"
"2217","1994","7290"
"2218","1995","7302"
"2219","1996","7303"
"2220","1994","7316"
"2221","1996","7318"
"2222","1999","7322"
"2223","1994","7341"
"2224","1999","7345"
"2225","2008","7350"
"2226","1999","7357"
"2227","1994","7359"
"2228","1969","7362"
"2229","1997","7364"
"2230","1999","7367"
"2231","1994","7369"
"2232","1994","7370"
"2233","1994","7372"
"2234","2014","7374"
"2235","2014","7375"
"2236","2002","7377"
"2237","1999","7378"
"2238","1986","7383"
"2239","0","7386"
"2240","1999","7387"
"2241","1983","7389"
"2242","1994","7394"
"2243","1998","7397"
"2244","1997","7398"
"2245","1998","7402"
"2246","1999","7403"
